,id,formula,mol_weight,O,P,Ni,X,Na,Co,I,B,H,C,Br,Mn,F,Hg,As,Fe,N,Se,R,W,S,Cl,Mo,Mg,polymer
3973,C07111,C8H10,106.16,0,0,0,0,0,0,0,0,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3974,C07112,C8H10O,122.16,1,0,0,0,0,0,0,0,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3975,C07113,C8H8O,120.144,1,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3976,C07114,C9H8O3,164.154,3,0,0,0,0,0,0,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3977,C07118,C30H42N7O18P3S,913.686,18,3,0,0,0,0,0,0,42,30,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0
3978,C07123,C8H10O4,170.16,4,0,0,0,0,0,0,0,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3979,C07130,C7H8N4O2,180.17399999999998,2,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
3980,C07138,C7H7NO3,153.136,3,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3981,C07160,C31H48N7O18P3S,931.744,18,3,0,0,0,0,0,0,48,31,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0
3982,C07163,C21H27NO,309.43600000000004,1,0,0,0,0,0,0,0,27,21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3983,C07185,C8H16O2,144.208,2,0,0,0,0,0,0,0,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3984,C07189,C8H8O2,136.144,2,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3985,C07201,C46H58N4O9,810.9639999999999,9,0,0,0,0,0,0,0,58,46,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
3986,C07204,C46H56N4O10,824.948,10,0,0,0,0,0,0,0,56,46,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
3987,C07208,C8H10,106.16,0,0,0,0,0,0,0,0,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3988,C07209,C8H8O,120.144,1,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3989,C07211,C8H8O2,136.144,2,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3990,C07212,C8H10,106.16,0,0,0,0,0,0,0,0,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3991,C07213,C8H10O,122.16,1,0,0,0,0,0,0,0,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3992,C07214,C8H8O,120.144,1,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3993,C07215,C8H8O2,136.144,2,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3994,C07216,C8H10O,122.16,1,0,0,0,0,0,0,0,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3995,C07271,C10H16O,152.228,1,0,0,0,0,0,0,0,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3996,C07272,C4H3NO2,97.074,2,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3997,C07276,C10H18O2,170.244,2,0,0,0,0,0,0,0,18,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3998,C07277,C16H26N2O15P2,548.328,15,2,0,0,0,0,0,0,26,16,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
3999,C07278,C14H25NO11,383.34999999999997,11,0,0,0,0,0,0,0,25,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4000,C07281,C7H13N3O2R2,171.204,2,0,0,0,0,0,0,0,13,7,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0
4001,C07282,C11H22N4O2R2,242.32599999999996,2,0,0,0,0,0,0,0,22,11,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0
4002,C07287,C8H14O,126.192,1,0,0,0,0,0,0,0,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4003,C07288,C8H16O,128.208,1,0,0,0,0,0,0,0,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4004,C07289,C18H30O2,278.42,2,0,0,0,0,0,0,0,30,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4005,C07294,CH5AsO3,139.97,3,0,0,0,0,0,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4006,C07295,CH5AsO2,123.97,2,0,0,0,0,0,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4007,C07296,C37H66N7O17P3S,1005.9480000000001,17,3,0,0,0,0,0,0,66,37,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0
4008,C07297,C40H70N7O18P3S,1062.01,18,3,0,0,0,0,0,0,70,40,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0
4009,C07301,C8H9NO2,151.162,2,0,0,0,0,0,0,0,9,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4010,C07303,C31H46N7O20P3S,961.7280000000001,20,3,0,0,0,0,0,0,46,31,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0
4011,C07304,C25H33NO11,523.524,11,0,0,0,0,0,0,0,33,25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4012,C07307,C25H33NO11,523.524,11,0,0,0,0,0,0,0,33,25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4013,C07308,C2H7AsO2,137.996,2,0,0,0,0,0,0,0,7,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4014,C07326,C6H12O5,164.156,5,0,0,0,0,0,0,0,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4015,C07328,C5H12O,88.146,1,0,0,0,0,0,0,0,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4016,C07329,C5H10O,86.13,1,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4017,C07330,C5H8O,84.114,1,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4018,C07331,COS,60.08,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4019,C07335,C4H8NO7P,213.084,7,1,0,0,0,0,0,0,8,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4020,C07338,C18H32O4,312.43600000000004,4,0,0,0,0,0,0,0,32,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4021,C07343,C41H74N7O18P3S,1078.0520000000001,18,3,0,0,0,0,0,0,74,41,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0
4022,C07344,C20H24N2O3,340.412,3,0,0,0,0,0,0,0,24,20,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
4023,C07345,C5H14NO2,120.172,2,0,0,0,0,0,0,0,14,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4024,C07347,C26H38N7O17P3S2,877.684,17,3,0,0,0,0,0,0,38,26,0,0,0,0,0,0,7,0,0,0,2,0,0,0,0
4025,C07348,C26H38N7O18P3S2,893.684,18,3,0,0,0,0,0,0,38,26,0,0,0,0,0,0,7,0,0,0,2,0,0,0,0
4026,C07349,C27H24N4O3,452.502,3,0,0,0,0,0,0,0,24,27,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
4027,C07350,C11H14O4,210.22199999999998,4,0,0,0,0,0,0,0,14,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4028,C07351,C10H12O4,196.196,4,0,0,0,0,0,0,0,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4029,C07354,C18H32O4,312.43600000000004,4,0,0,0,0,0,0,0,32,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4030,C07394,C47H51NO14,853.888,14,0,0,0,0,0,0,0,51,47,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4031,C07446,C6H5NO2,123.11000000000001,2,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4032,C07447,C2H6N2O,74.088,1,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
4033,C07474,C11H16N2O2,208.25799999999998,2,0,0,0,0,0,0,0,16,11,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
4034,C07475,C22H27NO2,337.44599999999997,2,0,0,0,0,0,0,0,27,22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4035,C07478,C7H8O5,172.134,5,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4036,C07479,C7H8O5,172.134,5,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4037,C07480,C7H8N4O2,180.17399999999998,2,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
4038,C07481,C8H10N4O2,194.20000000000002,2,0,0,0,0,0,0,0,10,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
4039,C07490,C2H3Cl3O,149.394,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
4040,C07492,C15H12N2O2,252.26600000000002,2,0,0,0,0,0,0,0,12,15,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
4041,C07493,C15H14N2O2,254.282,2,0,0,0,0,0,0,0,14,15,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
4042,C07495,C15H14N2O3,270.28200000000004,3,0,0,0,0,0,0,0,14,15,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
4043,C07496,C15H12N2O2,252.26600000000002,2,0,0,0,0,0,0,0,12,15,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
4044,C07501,C11H14N2O4,238.242,4,0,0,0,0,0,0,0,14,11,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
4045,C07535,C20H12,252.296,0,0,0,0,0,0,0,0,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4046,C07547,C37H41N2O6,609.718,6,0,0,0,0,0,0,0,41,37,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
4047,C07565,C8H9NO,135.162,1,0,0,0,0,0,0,0,9,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4048,C07572,C20H21FN2O,324.388,1,0,0,0,0,0,0,0,21,20,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
4049,C07576,C12H17N2O4P,284.246,4,1,0,0,0,0,0,0,17,12,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
4050,C07578,C21H30O2,314.45,2,0,0,0,0,0,0,0,30,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4051,C07585,C8H9N3O2,179.18200000000002,2,0,0,0,0,0,0,0,9,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
4052,C07592,C22H25NO6,399.42999999999995,6,0,0,0,0,0,0,0,25,22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4053,C07593,C23H22O6,394.406,6,0,0,0,0,0,0,0,22,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4054,C07601,C20H24O9,408.392,9,0,0,0,0,0,0,0,24,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4055,C07635,C19H30O2,290.43,2,0,0,0,0,0,0,0,30,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4056,C07639,C15H12I3NO4,650.956,4,0,0,0,0,0,3,0,12,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4057,C07643,C7H15Cl2N2O3P,277.08000000000004,3,1,0,0,0,0,0,0,15,7,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0
4058,C07644,C7H13Cl2N2O3P,275.06399999999996,3,1,0,0,0,0,0,0,13,7,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0
4059,C07645,C7H15Cl2N2O3P,277.08000000000004,3,1,0,0,0,0,0,0,15,7,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0
4060,C07646,C7H15Cl2N2O4P,293.08000000000004,4,1,0,0,0,0,0,0,15,7,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0
4061,C07647,C4H11Cl2N2O2P,221.018,2,1,0,0,0,0,0,0,11,4,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0
4062,C07648,C5H5N5S,167.20999999999998,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0
4063,C07649,C4H3FN2O2,130.084,2,0,0,0,0,0,0,0,3,4,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
4064,C07667,C30H30O8,518.54,8,0,0,0,0,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4065,C07712,C27H44O3,416.62199999999996,3,0,0,0,0,0,0,0,44,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4066,C07715,C13H10,166.21,0,0,0,0,0,0,0,0,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4067,C07717,C13H10O2,198.21,2,0,0,0,0,0,0,0,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4068,C07718,C13H10O4,230.21,4,0,0,0,0,0,0,0,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4069,C07719,C10H8O2,160.164,2,0,0,0,0,0,0,0,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4070,C07720,C9H8O2,148.154,2,0,0,0,0,0,0,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4071,C07721,C13H12O2,200.226,2,0,0,0,0,0,0,0,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4072,C07722,C13H10O3,214.21,3,0,0,0,0,0,0,0,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4073,C07723,C13H8O2,196.194,2,0,0,0,0,0,0,0,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4074,C07724,C13H10O2,198.21,2,0,0,0,0,0,0,0,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4075,C07725,C13H10O4,230.21,4,0,0,0,0,0,0,0,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4076,C07726,C10H8O2,160.164,2,0,0,0,0,0,0,0,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4077,C07727,C9H8O,132.154,1,0,0,0,0,0,0,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4078,C07728,C9H8O2,148.154,2,0,0,0,0,0,0,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4079,C07729,C12H8O,168.184,1,0,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4080,C07731,C12H10O5,234.20000000000002,5,0,0,0,0,0,0,0,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4081,C07732,C12H8O2,184.184,2,0,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4082,C07733,C12H10O4,218.20000000000002,4,0,0,0,0,0,0,0,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4083,C07734,C12H10O6,250.20000000000002,6,0,0,0,0,0,0,0,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4084,C07756,C10H12N2O5S,272.286,5,0,0,0,0,0,0,0,12,10,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0
4085,C07836,C7H15O10P,290.15999999999997,10,1,0,0,0,0,0,0,15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4086,C07838,C7H15O10P,290.15999999999997,10,1,0,0,0,0,0,0,15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4087,C07888,C7H15Cl2N2O2P,261.08000000000004,2,1,0,0,0,0,0,0,15,7,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0
4088,C08012,C23H31NO2,353.488,2,0,0,0,0,0,0,0,31,23,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4089,C08057,C3H6N2O2,102.098,2,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
4090,C08060,C12H9N,167.202,0,0,0,0,0,0,0,0,9,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4091,C08061,C12H11NO2,201.218,2,0,0,0,0,0,0,0,11,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4092,C08062,C12H11NO4,233.218,4,0,0,0,0,0,0,0,11,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4093,C08063,C6H8O2,112.124,2,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4094,C08242,C24H42O21,666.576,21,0,0,0,0,0,0,0,42,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4095,C08247,C12H22O10,326.296,10,0,0,0,0,0,0,0,22,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4096,C08250,C12H22O11,342.296,11,0,0,0,0,0,0,0,22,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4097,C08262,C5H10O2,102.13,2,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4098,C08269,C7H13NO3,159.184,3,0,0,0,0,0,0,0,13,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4099,C08276,C4H8O2S,120.174,2,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4100,C08281,C22H44O2,340.572,2,0,0,0,0,0,0,0,44,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4101,C08285,C16H32O4,288.416,4,0,0,0,0,0,0,0,32,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4102,C08299,C12H16N2O,204.26800000000003,1,0,0,0,0,0,0,0,16,12,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
4103,C08300,C9H13NO,151.204,1,0,0,0,0,0,0,0,13,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4104,C08301,C9H11NO,149.18800000000002,1,0,0,0,0,0,0,0,11,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4105,C08304,C11H14N2,174.242,0,0,0,0,0,0,0,0,14,11,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
4106,C08312,C12H16N2O,204.26800000000003,1,0,0,0,0,0,0,0,16,12,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
4107,C08313,C9H9N,131.172,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4108,C08316,C22H42O2,338.556,2,0,0,0,0,0,0,0,42,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4109,C08320,C24H48O2,368.624,2,0,0,0,0,0,0,0,48,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4110,C08323,C24H46O2,366.608,2,0,0,0,0,0,0,0,46,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4111,C08325,C20H27NO11,457.426,11,0,0,0,0,0,0,0,27,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4112,C08334,C11H19NO6,261.272,6,0,0,0,0,0,0,0,19,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4113,C08353,C5H10O5,150.13,5,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4114,C08357,C18H24O5S,352.442,5,0,0,0,0,0,0,0,24,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4115,C08358,C19H24O6S,380.452,6,0,0,0,0,0,0,0,24,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4116,C08359,C19H26O6S,382.468,6,0,0,0,0,0,0,0,26,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4117,C08362,C16H30O2,254.4,2,0,0,0,0,0,0,0,30,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4118,C08371,C2H6S2,94.208,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
4119,C08409,C12H23NO9S3,421.524,9,0,0,0,0,0,0,0,23,12,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0
4120,C08412,C11H21NO9S3,407.49800000000005,9,0,0,0,0,0,0,0,21,11,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0
4121,C08426,C14H19NO10S2,425.44199999999995,10,0,0,0,0,0,0,0,19,14,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0
4122,C08481,C14H17NO6,295.28599999999994,6,0,0,0,0,0,0,0,17,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4123,C08491,C12H18O3,210.264,3,0,0,0,0,0,0,0,18,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4124,C08492,C6H12O,100.156,1,0,0,0,0,0,0,0,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4125,C08511,C10H15NO3,197.23,3,0,0,0,0,0,0,0,15,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4126,C08521,C16H17NO3,271.306,3,0,0,0,0,0,0,0,17,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4127,C08526,C17H21NO3,287.34799999999996,3,0,0,0,0,0,0,0,21,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4128,C08527,C17H19NO4,301.332,4,0,0,0,0,0,0,0,19,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4129,C08532,C16H17NO4,287.306,4,0,0,0,0,0,0,0,17,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4130,C08537,C30H34N2O19,726.592,19,0,0,0,0,0,0,0,34,30,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
4131,C08538,C9H9NO5,211.172,5,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4132,C08539,C18H16N2O8,388.32800000000003,8,0,0,0,0,0,0,0,16,18,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
4133,C08540,C24H26N2O13,550.468,13,0,0,0,0,0,0,0,26,24,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
4134,C08542,C40H42N2O22,902.756,22,0,0,0,0,0,0,0,42,40,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
4135,C08543,C18H18N2O8,390.344,8,0,0,0,0,0,0,0,18,18,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
4136,C08544,C24H26N2O13,550.468,13,0,0,0,0,0,0,0,26,24,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
4137,C08552,C34H34N2O16,726.632,16,0,0,0,0,0,0,0,34,34,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
4138,C08557,C17H18N2O6,346.334,6,0,0,0,0,0,0,0,18,17,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
4139,C08565,C18H18N2O7,374.344,7,0,0,0,0,0,0,0,18,18,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
4140,C08576,C15H10O6,286.23,6,0,0,0,0,0,0,0,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4141,C08577,C15H10O7,302.23,7,0,0,0,0,0,0,0,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4142,C08578,C15H12O5,272.246,5,0,0,0,0,0,0,0,12,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4143,C08579,C40H56O3,584.848,3,0,0,0,0,0,0,0,56,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4144,C08580,C40H52O4,596.816,4,0,0,0,0,0,0,0,52,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4145,C08583,C40H52O2,564.816,2,0,0,0,0,0,0,0,52,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4146,C08584,C40H56O3,584.848,3,0,0,0,0,0,0,0,56,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4147,C08585,C40H56O4,600.848,4,0,0,0,0,0,0,0,56,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4148,C08586,C40H56,536.848,0,0,0,0,0,0,0,0,56,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4149,C08588,C20H24O4,328.392,4,0,0,0,0,0,0,0,24,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4150,C08589,C44H64O24,976.952,24,0,0,0,0,0,0,0,64,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4151,C08590,C40H56O,552.848,1,0,0,0,0,0,0,0,56,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4152,C08591,C40H56O,552.848,1,0,0,0,0,0,0,0,56,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4153,C08592,C40H54O,550.832,1,0,0,0,0,0,0,0,54,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4154,C08601,C40H56O2,568.848,2,0,0,0,0,0,0,0,56,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4155,C08604,C21H21O11,449.378,11,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4156,C08606,C40H56O4,600.848,4,0,0,0,0,0,0,0,56,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4157,C08607,C35H46O2,498.71799999999996,2,0,0,0,0,0,0,0,46,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4158,C08612,C32H39O20,743.6320000000001,20,0,0,0,0,0,0,0,39,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4159,C08613,C40H54,534.832,0,0,0,0,0,0,0,0,54,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4160,C08614,C40H56O4,600.848,4,0,0,0,0,0,0,0,56,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4161,C08615,C30H50O,426.7,1,0,0,0,0,0,0,0,50,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4162,C08616,C30H50O,426.7,1,0,0,0,0,0,0,0,50,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4163,C08620,C27H31O15,595.518,15,0,0,0,0,0,0,0,31,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4164,C08624,C30H50O,426.7,1,0,0,0,0,0,0,0,50,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4165,C08626,C30H50O,426.7,1,0,0,0,0,0,0,0,50,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4166,C08627,C32H54O2,470.752,2,0,0,0,0,0,0,0,54,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4167,C08628,C30H50O,426.7,1,0,0,0,0,0,0,0,50,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4168,C08637,C30H50O,426.7,1,0,0,0,0,0,0,0,50,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4169,C08639,C27H31O16,611.518,16,0,0,0,0,0,0,0,31,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4170,C08641,C51H53O28,1113.934,28,0,0,0,0,0,0,0,53,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4171,C08647,C21H21O11,449.378,11,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
